,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity
214,0.0,44.0,330,3150.0,0.0,161.6,157,2.0,0.0,135.0,169,6900.0,-2.0,838.95,75,148.0,0.0,6.29,251,10000.0,0.0,5.75,71,419460.0,2.0,630.42,379,12.0,0.0,60.0,421,250.0,0.0,3.85,182,549600.0,12.0,9.0,358,525420.0,-7.0,139.0,292,129.0,-7.0,26.9,156,690.0,8.0,5.56,175,591360.0,0.0,3.5,179,1000.0,-12.0,3.65,390,946980.0,-10.0,518.58,201,139824.0,0.0,0.01,75,4.0,0.0,1316.26,173,42240.0,-1.333333333,10.15,392,9181980.0,0.0,7.88,425,8.0,0.0,280.0,282,34560.0,0.0,8.5,362,19800.0,83.0,31.75,219,650.0,0.0,180.0,49,29.0,0.0,20.2,154,1530000.0,-1.0,280.0,127,177408.0,0.0,38.2,247,10.0,-2.0,50.0,168,205.0,1.0,0.88,108,293200.0,-2.0,9.0,265,1785840.0
215,124.0,6.87,557,10644.0,7.0,138.34,143,75.0,61.0,5.56,104,10309530.0,0.0,9.75,215,25.0,83.0,29.0,352,40.0,11.0,217.89,147,30.0,0.0,2.14,206,365000.0,1.0,125.22,-5,1.0,0.0,280.0,78,18432.0,6.0,30.37,190,417.0,135.0,0.79,186,632800.0,0.0,104.0,374,180.0,0.0,1.45,418,1031800.0,7.0,2898.0,72,1.0,-14.0,79.0,222,81.0,0.0,1066.45,100,49.0,0.0,7.4,191,154800.0,0.0,10.15,216,10440000.0,-9.0,0.8,219,247500.0,142.0,112.5,212,31475.0,0.0,256.13,360,600.0,0.0,396.42,337,50.0,-13.0,75.0,82,3.0,0.0,5.17,287,640800.0,0.0,115.35,328,100.0,-28009.0,800.0,373,34560.0,0.0,47.97,332,1.0,56.0,1.8,259,7202220.0,12.0,97.7,228,300.0,0.0,17.25,242,600000.0
216,0.0,50.0,112,1000.0,1.0,55.0,177,87.0,0.0,180.0,207,2.0,-6.0,132.0,177,300.0,-4.0,30.0,88,979.1999999999999,0.0,7.4,178,130230.0,1.0,96.87,145,2862000.0,-5.0,1.6,339,134400.0,0.0,8040.0,183,1.0,0.0,70.0,254,2250.0,-2.0,1504.61,152,1750.0,0.0,17.89,218,18.0,1.0,250.0,447,100.0,0.0,4.5,387,3711600.0,2.4,19.12,240,1475580.0,34.0,106.95,151,36.0,-31.0,5.94,275,1125000.0,15.0,660.0,138,66.0,49.0,82.32,50,12.0,-7.0,150.0,107,48.0,-11.0,10.15,199,5700240.0,-12.0,500.0,278,440000.0,54.0,180.0,225,61.0,-4.0,198.0,138,12.0,104.0,31.0,273,1975.0,-12.0,1.8,326,1284420.0,-11.0,6.72,284,13600.0,14.0,19.12,78,50880.0,7.0,68.07,378,55000.0,3.0,4888.0,256,30.0
217,0.0,7.4,396,114720.0,-11.0,1.99,278,499600.0,0.0,15.61,305,28410.0,-7.0,20.2,261,6798240.0,17.0,636.3,190,300.0,0.0,621.0,253,17280.0,0.0,135.0,270,3900.0,302.0,19.84,380,3000.0,-2.0,4.0,80,740.0,5.0,675.0,231,6.0,0.0,2.7,140,3144000.0,-7.0,0.36,49,1123200.0,0.0,19.12,283,84780.0,-5.0,1.14,184,9000.0,14.0,6.21,168,17000.0,21.0,173.0,323,80.0,-8.0,29.99,190,20000.0,0.0,26.9,138,1520.0,0.0,52.0,150,24480.0,0.0,93.01,44,1600.0,0.0,19.12,200,439290.0,-5.0,5930.0,227,2.0,-3.0,621.0,222,8640.0,0.0,4888.0,506,60.0,0.0,180.0,129,323.0,-5.0,5.75,303,690240.0,0.0,248.5,223,500.0,-13.0,11.54,380,3300000.0,0.0,450.0,431,30.0,0.0,660.0,250,74.0
218,56.0,69.0,261,30000.0,-3.0,239.86,419,1200.0,311.0,1250.0,521,2500.0,0.0,4548.93,193,4.0,63.0,260.0,309,3.0,60.0,281.6,274,10000.0,-6.0,14.31,67,2.0,2.0,1550.0,104,6.0,3.0,0.88,263,700000.0,0.0,180.0,264,56.0,-9.0,0.3,142,117360.0,0.0,50.0,218,513.0,5.0,1112.74,234,34320.0,0.0,10.15,319,7322580.0,0.0,7.4,267,8160.0,0.0,5.12,94,1080.0,11.0,43.33,232,28.0,1.0,117.8,144,68.0,0.0,7.4,375,33000.0,0.0,63.0,514,2208.0,-14.0,10.15,300,4137120.0,31.0,6.0,112,900000.0,-9.0,13934.0,79,100.0,21.0,28.86,225,70000.0,7.0,6.85,201,47400.0,131.0,2.07,453,300000.0,8.0,3.15,185,2733120.0,25.0,137.0,189,26.0,0.0,180.0,168,28.0,64.0,290.28,161,20.0
219,-4.0,17.43,224,4770.0,0.0,0.88,256,744500.0,145.0,4.7,315,135000.0,7.0,2898.0,72,1.0,-64.0,13.5,78,132936.0,0.0,5.02,413,375000.0,0.0,78.0,168,6.0,11.0,2.9,250,265920.0,-9.0,0.85,338,23600.0,0.0,137.0,121,192.0,0.0,64.4,131,1200.0,-8.0,18.34,284,750000.0,-8.0,139.0,586,70.0,92.0,0.5,185,666000.0,-4.0,81.8,212,16.0,26.0,96.87,189,6840000.0,0.0,581.76,206,300.0,0.0,2.07,289,500000.0,1.0,3.47,346,55725.0,0.0,0.36,241,288000.0,0.0,6.72,466,21100.0,-1.0,838.95,169,221.0,67.0,1.34,522,116406.0,-13.0,104.0,219,240.0,11.0,50.0,90,20000.0,3.0,63.0,97,448.0,345.0,22.04,204,384000.0,14.0,71.67,340,442.0,-5.0,521.04,163,1.0,0.0,2.75,247,239000.0
220,0.0,75.0,74,900.0,-10.0,7.4,232,100020.0,38.0,5.56,78,22632930.0,0.0,5.1,312,1289700.0,0.0,63.12,77,40000.0,384.0,149.0,651,508.0,0.0,19.84,413,35.0,0.0,903.77,173,205800.0,1.0,0.02,476,32400.0,1.0,16.25,271,20160000.0,-4.0,0.88,169,36000.0,0.0,239.86,241,1200.0,-5.0,76.89,211,11.0,0.0,8.1,262,36780.0,0.0,16.25,175,1680000.0,0.0,5.76,56,5880.0,80.0,4.7,486,4.0,1.0,500.0,152,6000.0,7.0,31.0,211,70000.0,216.0,92.5,554,5000.0,0.0,17.25,493,213120.0,-1.0,12.49,424,52650.0,99.0,10.36,55,1350.0,255.0,6.5,328,53880.0,-28505.0,127.4,786,1806000.0,62.0,84.8,253,400.0,31.0,75.0,243,40.0,0.0,280.0,268,198144.0,-310.0,7.54,6,21000.0,0.0,2.07,233,293750.0
221,0.0,8.99,109,19200.0,-2.0,290.0,79,16.0,3.0,248.5,52,1141.0,0.0,23.9,295,3000.0,35.0,0.85,141,1234600.0,7.0,137.0,140,4128.0,0.0,7.82,373,33.0,5.0,4.95,131,150.0,0.0,60.0,201,1950.0,-6.0,9.4,229,720000.0,0.0,532.22,219,156.0,1.0,139.0,296,30.0,78.0,149.0,232,105.0,1.0,13934.0,48,50.0,0.0,137.0,72,2800.0,-1.0,500.0,239,47000.0,0.0,2.07,163,250000.0,0.0,79.0,292,31.0,0.0,150.0,201,5.0,2.0,180.0,119,16.0,-1.0,1.34,290,78738.0,-9.0,22.04,203,28800.0,0.0,173.0,242,75.0,-3.0,692.48,418,40.0,-4.0,75.0,68,5400.0,6.0,2.61,289,297165.0,0.0,2.2,231,222000.0,0.0,15.85,206,399600.0,-5.0,50.0,142,46080.0,0.0,93.01,83,200.0
222,0.0,10.15,94,15480000.0,11.0,20.0,90,17000.0,-5.0,6.175,165,12000.0,0.0,40.71,226,28600.0,0.0,5.6,415,16.0,4.0,19.12,256,248640.0,-3.0,621.0,144,19200.0,-19.0,0.03,80,18225000000.0,-5.0,171.0,248,9.0,67.0,13.45,305,690000.0,0.0,2000.0,406,1.0,4.0,7.54,427,148125.0,-7.0,595.0,13,250.0,-1.0,75.0,60,450.0,21.0,248.5,238,2396.0,0.0,175.0,85,40.0,19.0,10.0,182,24.0,1.0,8.3,222,17000.0,-8.0,1.51,382,691200.0,0.0,155.0,233,550.0,0.0,137.0,291,576.0,0.0,0.3,135,117360.0,0.0,60.0,453,300.0,0.0,30.82,292,2260.0,35.0,22.0,156,3.0,17.0,50.0,215,120.0,-4.0,3.85,157,891000.0,43.5,6.54,263,1112500.0,-3.0,213.0,222,49.0,9.0,156.25,407,9600.0
223,0.0,0.5,115,371000.0,-9.0,180.0,100,25.0,0.0,1.8,554,2361480.0,0.0,110.0,203,234000.0,0.0,18.65,351,120000.0,0.0,3.85,319,149040.0,0.0,55.0,164,73440.0,0.0,5.12,303,4303.0,6.0,519.71,390,75.0,0.0,75.0,82,150000.0,-1.0,7.5,189,200.0,-8.0,660.0,245,60.0,5.0,4.15,168,156938.0,178.0,9.0,201,500550.0,0.0,30.0,288,1479.0,90.0,18.65,217,10416000.0,15.0,0.03,185,5682000.0,0.0,5.1,183,1250000.0,0.0,15.5,45,288.0,-13.0,0.41,196,216000.0,-1.0,12.49,115,152520.0,-7.0,13.45,354,869610.0,-4.0,7.99,207,10971000.0,0.0,180.0,184,1.0,0.0,173.0,238,80.0,-56.0,1.14,287,159500.0,32.0,15.08,445,734100.0,-11.0,180.0,179,4.0,46.0,13.65,66,107000.0,-9.0,213.0,69,24.0
224,0.0,2.2,197,1075380.0,-7.0,55.0,323,7500.0,11.0,117.8,128,36.0,-3.0,2898.0,289,1.0,-10.0,10.15,354,14598000.0,0.0,3.93,257,103860.0,0.0,75.0,277,29550.0,39.0,5.56,152,3408600.0,-13.0,9.13,298,3380000.0,0.0,19.12,252,171120.0,-13.0,26.67,82,3.0,0.0,415.0,118,50.0,-37.0,96.87,105,42000.0,-3.0,0.36,270,547200.0,0.0,838.95,53,115.0,0.0,137.0,204,280.0,7.0,8.1,613,2880000.0,0.0,64.4,131,1300.0,10.0,2.25,167,78.0,48.0,201.5,147,12.0,13.0,41.79,112,8.0,0.0,92.5,149,1700.0,45.0,12.49,456,81930.0,70.0,19.12,50,497280.0,7.0,0.3,482,210000.0,0.0,12.95,254,325000.0,-76.0,0.3,45,226080.0,14.0,23.4,269,100.0,0.0,12.49,112,368190.0,5.0,2.46,150,26000.0
225,12.0,55.0,202,498096.0,0.0,7.93,185,15400.0,5.0,2.03,216,30000.0,-6.0,0.03,127,900000.0,57.0,10.15,351,10231920.0,28.0,500.0,162,479000.0,35.0,213.0,330,31.0,-14.0,219.8,223,1.0,-8.0,180.0,225,45.0,9.0,41.0,262,125.0,0.0,0.85,113,456000.0,-1.0,41.67,294,489.0,-2.0,361.33,155,442.0,-5.0,838.95,212,495.0,0.0,125.0,164,10000.0,-27.0,96.87,191,6000000.0,7.0,127.4,385,1797000.0,0.0,0.88,189,24000.0,0.0,1412.2,244,10.0,4.0,60.0,274,150.0,-3.0,216.0,144,300.0,5.0,180.0,345,212.0,44.0,0.36,539,1321488.0,-2.0,4.15,103,30000.0,-4.0,110.0,133,80000.0,2.0,16.35,212,42150.0,7.0,28.65,344,33000.0,2.0,14.88,163,415.0,0.0,280.0,201,57600.0,0.0,2.7,139,1421280.0
226,-8.0,280.0,334,13824.0,0.0,466.81,299,240.0,-27944.0,180.0,227,6.0,5.0,250.0,242,1500.0,0.0,34.2,108,8000.0,-10.0,466.81,78,23856.0,0.0,30248.33,307,1.0,-9.0,63.0,160,800.0,138.0,6.175,198,5220000.0,36.0,12.48,331,39450.0,0.0,44.0,318,12060.0,0.0,518.58,150,91200.0,0.0,248.5,253,303.0,0.0,19.12,230,7320.0,5.0,44.05,297,80.0,32.0,2.62,320,37250.0,0.0,3.47,365,36100.0,0.0,6.5,227,954000.0,0.0,10.15,169,5310000.0,43.0,1450.0,185,19.0,1.0,86.67,266,27.0,0.0,44.0,327,1440.0,0.0,44.0,202,180.0,7.0,50.0,204,41760.0,0.0,20.2,438,10633680.0,0.0,180.0,234,18.0,6.0,466.81,195,22608.0,0.0,83.85,82,2000.0,9.0,1.9,105,905340.0,0.0,160.23,93,13.0
227,66.0,22.64,243,10.0,92.0,18.0,313,138600.0,0.0,71.88,85,2000.0,11.0,8.5,182,2100.0,2.0,248.5,254,3.0,-10.0,42.5,119,32.0,-7.0,110.0,77,268000.0,-13.0,4.15,72,23625.0,0.0,139.0,69,38.0,0.0,466.81,119,1968.0,0.0,10.15,180,3336030.0,-3.0,15.1,158,100.0,0.0,198.0,86,332.0,-14.0,522.12,142,75000.0,0.0,621.0,51,120000.0,9.0,35.4,407,24.0,0.0,7.4,82,49140.0,-8.0,10.15,259,5564700.0,-5.0,48.0,123,25920.0,0.0,1.75,292,839782.0,0.0,137.0,106,235.0,-6.0,0.28,210,50400.0,0.0,78.0,118,18.0,0.0,3.06,353,533300.0,-64.0,68.6,361,15560.0,0.0,903.77,197,149760.0,0.0,12.49,229,155490.0,0.0,502.08,170,240.0,-3.0,262.99,206,815.0,0.0,125.0,297,7800.0
228,43.0,112.5,476,4325.0,0.0,0.67,246,26336.0,0.0,6.7,378,2000.0,-12.0,127.4,697,2001000.0,0.0,45.07,383,151000.0,0.0,180.0,331,12.0,-6.0,4846.21,197,1.0,-7.0,500.0,279,1.0,0.0,0.88,333,501200.0,-4.0,13.45,144,1352790.0,5.0,31.61,297,140.0,-1.0,608.53,-314,1.0,1.0,47.44,407,12800.0,0.0,3.47,346,14900.0,0.0,213.0,150,93.0,-12.0,101.67,115,2.0,15.0,1.88,301,680000.0,45.0,3.85,382,690000.0,0.0,42.5,293,234000.0,-28071.0,521.04,275,3.0,-3.0,29.12,323,150.0,0.0,1.34,599,41667.0,0.0,11.49,293,3340.0,0.0,178.0,371,384.0,0.0,110.0,297,8000.0,-4.0,216.0,110,700.0,0.0,0.4,215,600.0,-10.0,0.88,99,255600.0,6.0,9.81,236,116000.0,-4.0,95.0,144,384.0
229,68.5,5.95,256,1500000.0,11.0,0.5,24,275000000.0,0.0,150.0,201,21.0,2.0,8.5,170,23700.0,-30.0,13.45,169,1280790.0,27.0,4.15,268,36000.0,20.0,11.89,181,6.0,130.0,171.88,417,1000.0,7.0,79.9,141,454.0,-3.0,48.0,275,142080.0,0.0,20.2,290,3818880.0,46.0,171.0,151,55.0,-3.0,130.0,107,240.0,11.0,7.4,182,1177440.0,0.0,7.1,182,600000.0,7.0,6.54,303,2400000.0,3.0,518.58,325,15072.0,8.0,0.34,140,79920.0,0.0,0.8,114,7320.0,-2.0,130.0,224,160.0,-14.0,30.0,221,6120.0,-8.0,213.0,447,12.0,0.0,1.54,336,13000.0,3.0,30.0,84,352.8,0.0,16.25,315,5367264.0,83.0,100.0,352,1.0,0.0,124.5,78,7.0,0.0,100.4,774,310.0,0.0,13934.0,64,200.0,1.0,20.0,222,6200.0
230,0.0,1.8,140,6380370.0,-9.0,26675.07,123,1.0,-72.0,18.65,147,657960.0,-6.0,23.8,214,500.0,0.0,92.16,78,9600.0,125.0,0.03,266,3000000.0,0.0,15.08,490,1720950.0,28.0,4.6,640,117900.0,0.0,19.12,431,36900.0,0.0,29.84,144,8640.0,9.666666667,3.95,362,2100.0,7.0,65.0,266,2000.0,19.0,29.99,161,68180.0,96.0,660.0,331,350.0,-13.0,838.95,219,615.0,0.0,348.15,220,20.0,0.0,24.51,407,4333000.0,0.0,5372.1,233,1.0,0.0,85.95,202,4200000.0,0.0,100.0,60,100.0,0.0,0.8,83,11250.0,-8.0,18.49,181,1700.0,-29.0,168.19,422,3000.0,765.0,105.4,706,159600.0,-8.0,55.3,118,2520.0,0.0,4.75,107,1365.0,-8.0,4.15,91,20000.0,0.0,198.0,65,130.0,0.0,1000.0,131,70.0,0.0,44.0,273,990.0
231,164.0,43.38,287,100000.0,0.0,500.0,184,395000.0,6.0,55.0,120,28944.0,0.0,2.96,359,203819.0,-8.0,165.88,181,3750000.0,11.0,250.0,293,190.0,8.0,13.45,401,120000000.0,-7.0,86.19,132,12.0,0.0,44.0,170,2160.0,1.0,23.9,58,378.0,0.0,173.6,268,100.0,1.0,7.54,584,51150.0,0.0,60.0,71,1260.0,-5.0,2.4,322,33000.0,0.0,79.7,209,7000.0,1.0,85.0,296,14.0,97.0,16.25,150,10.0,-3.0,130.0,161,1480.0,4.0,245.0,269,300.0,-11.0,0.88,172,431000.0,-1.0,75.0,60,450.0,-8.0,25.75,344,142000.0,3.0,1870.0,214,8.0,0.0,30.82,217,2930.0,7.0,55.3,176,1680.0,43.0,216.0,208,1700.0,72.0,98.74,110,13725000.0,96.0,145.0,458,300.0,0.0,110.0,275,160000.0,-4.0,20.5,401,1400.0
232,0.0,135.0,264,6000.0,296.0,675.0,468,2.0,22.0,2.14,220,6000.0,35.0,78.0,330,26.0,0.0,0.85,158,4110.0,0.0,273.0,197,1200.0,0.0,3.85,163,3510000.0,9.0,60.0,79,4150.0,7.0,2898.0,72,1.0,0.0,348.01,332,585.0,54.0,5.56,114,1687500.0,52.0,67.17,241,12.0,0.0,45.95,95,123.0,0.0,5.27,169,2200.0,-2.0,111.59,76,2.0,0.0,14.55,218,18.0,-6.0,0.85,346,50600.0,-1.0,11.92,303,33325.0,-2.0,7.5,315,51690000.0,-11.0,1.99,278,621800.0,0.0,161.01,217,160.0,0.0,17.25,287,96000.0,0.0,162.27,157,10.0,32.0,1575.0,176,20.0,0.0,863.41,230,4.0,0.0,63.0,110,320.0,-3.0,26.92,152,165.0,69.0,0.67,413,57120.0,0.0,3.73,239,2000.0,-11.0,518.58,147,57600.0
233,0.0,11.92,675,375000.0,365.0,55.0,191,30240.0,-14.0,30.82,294,15150.0,-1.0,4.61,200,1997250.0,0.0,13.45,218,7500000.0,0.0,12.49,282,43170.0,0.0,846.63,144,50.0,56.0,69.0,261,45000.0,0.0,17.07,244,10.0,-13.0,0.6,85,1200.0,38.0,6.43,71,414000.0,34.0,0.52,176,51900000.0,9.0,13.45,217,450000.0,24.0,729.9,318,48.0,0.0,149.0,126,5510.0,0.0,12191.69,77,150.0,0.0,24.88,426,20.0,-61.0,0.85,42,317400.0,0.0,8.5,189,6500.0,148.0,0.36,308,25200.0,7.0,186.0,435,5.0,-3.0,621.0,223,28800.0,0.0,17.25,318,362100.0,-6.0,290.0,219,91.0,0.0,98.74,553,1197000.0,0.0,2.55,310,1260.0,0.0,213.0,139,51.0,5.0,4.6,428,47875.0,3.0,5.17,136,541000.0,105.0,51.0,257,600.0
234,-27945.0,4888.0,451,40.0,-26.0,44.61,66,39000.0,-6.0,0.3,132,267120.0,-12.0,61.67,115,7.0,0.0,1.34,494,152519.0,0.0,0.3,185,22320.0,0.0,44.0,333,2250.0,0.0,2.04,335,48.0,56.0,69.0,261,22500.0,0.0,838.95,95,379.0,0.0,34.2,346,121000.0,1.0,12.48,90,30000.0,0.0,40.59,91,95.0,-6.0,814.3,27,50.0,0.0,10.15,144,2149200.0,0.0,198.0,263,10.0,0.0,2.5,371,125400.0,-14.0,26675.07,193,4.0,-11.0,31.0,212,435.0,0.0,30.0,263,821.0999999999999,21.0,1.99,399,342500.0,-13.0,18.65,365,789600.0,0.0,29.0,462,10.0,0.0,2.14,403,222400.0,0.0,216.0,164,2000.0,1.0,50.0,144,1375.0,4.0,262.99,308,510.0,-8.0,137.0,169,880.0,5.0,38.78,71,17805.0,0.0,248.5,411,190.0
235,75.0,9.0,125,275400.0,0.0,7.77,384,2500000.0,-3.0,466.81,240,12000.0,0.0,1.8,166,453600.0,0.0,581.76,42,32.0,0.0,1.75,144,2200000.0,0.0,110.0,252,106000.0,-2.0,139.0,287,9.0,0.0,4.6,281,386000.0,8.0,60.0,332,1100.0,7.333333333,12.49,305,1280010.0,0.0,145.0,177,1212.0,-2.0,6.25,293,3109380.0,6.0,7.4,323,2160.0,0.0,50.0,169,24480.0,0.0,1.99,182,382250.0,-44.0,280.0,112,103680.0,0.0,38.33,471,480.0,0.0,630.42,49,68.0,0.0,12.49,182,73080.0,30.0,0.79,206,500000.0,0.0,290.0,253,25.0,-4.0,48.83,145,10000.0,29.0,1316.26,115,164736.0,-4.0,250.0,68,2500.0,0.0,76.7,324,8000.0,-11.0,31072.45,71,1.0,57.0,3.15,266,80.0,0.0,1.14,96,249300.0,107.0,13.1,63,2250.0
236,0.0,250.0,101,500.0,0.0,19.12,380,52470.0,-11.0,10.15,413,1432800.0,0.0,1500.0,16,160.0,90.0,13.1,140,2250.0,6.0,5.45,481,10000.0,0.0,149.0,150,2000.0,13.0,77.93,112,8.0,-2.0,30.0,167,576.3,5.0,178.0,332,1184.0,4.0,12.95,246,522000.0,0.0,2091.9,247,10.0,0.0,280.0,253,288000.0,-66.0,13.45,140,2551320.0,0.0,13.0,226,181400.0,1.5,5.17,86,1340000.0,2.0,7.99,226,1900000.0,16.0,1.34,415,240000.0,-13.0,8.5,95,90000.0,-8.0,52.0,163,4320.0,13.0,96.87,339,3705000.0,73.0,8.5,325,15700.0,0.0,11.38,98,30000.0,0.0,13.45,182,947850.0,0.0,3.19,313,60014.0,-6.0,800.0,16,250.0,-6.0,0.3,129,43200.0,0.0,3.0,144,300.0,6.0,838.95,181,120.0,0.0,15.5,45,288.0
237,0.0,0.14,493,16650.0,18.0,2.04,127,3750.0,179.0,11.64,502,3442.5,0.0,78.54,217,15.0,-14.0,76.07,113,100.0,0.0,75.0,177,100.0,0.0,75.0,365,16500.0,-12.0,8.29,135,8990.0,68.0,12.49,369,1000020.0,-10.0,260.0,105,200.0,97.0,1.9,492,8298.0,6.0,1483.8,223,24.0,-4.0,160.42,200,4800.0,31.0,974.35,249,17.0,-14.0,96.87,151,8925000.0,-11.0,178.0,242,928.0,0.0,20852.44,331,75.6,0.0,3.57,142,54900.0,-10.0,641.84,170,75.0,-5.0,138.34,199,75.0,14.0,63.33,340,388.0,-34.0,226.8,232,12500.0,-7.0,4.2,318,90.0,-1.0,98.4,276,50.0,11.0,101.67,232,2.0,-2.0,3.15,294,745800.0,-8.0,78.0,82,57.0,3.0,500.0,210,273000.0,0.0,130.0,126,3250.0,0.0,3.0,48,264000.0
238,0.0,75.0,222,150.0,3.0,248.5,240,65.0,7.0,41.0,345,99.0,0.0,8.5,245,35064.0,1.0,3.85,231,568590.0,0.0,41.67,273,420.0,7.0,0.4,482,4000.0,282.0,7.65,566,302000.0,-6.0,75.0,205,2040.0,28.0,7.5,231,92800.0,0.0,137.0,135,176.0,-7.0,9.8,381,10000.0,0.0,357.12,142,20.0,40.0,1.34,486,3000.0,-14.0,44.14,28,13.0,6.0,213.0,131,104.0,-2.0,155.0,97,1500.0,0.0,213.0,240,35.0,-8.0,0.99,246,4030000.0,5.0,19.12,419,677760.0,-13.0,55.0,157,86400.0,61.0,4700.0,268,1.0,36.0,6.5,338,4532520.0,0.0,79.0,331,74.0,2.0,52.0,171,103.0,0.0,75.0,374,750.0,0.0,3.85,272,255330.0,-9.0,31072.45,6,1.0,43.0,149.0,282,336.0,-3.0,18.65,294,1013520.0
239,-14.0,44.9,78,300.0,0.0,55.0,218,48.0,7.0,692.48,-134,50.0,-12.0,50.0,252,205.0,5.0,180.0,418,13.0,1.0,127.4,204,2280000.0,0.0,2684.0,140,1.0,106.0,178.8,199,51.0,-7.0,903.77,300,1680.0,23.0,8.5,163,70321.0,-40.0,3.85,300,4129800.0,0.0,22.04,98,92160.0,0.0,6.5,113,504000.0,0.0,38.33,293,480.0,-13.0,63.0,136,640.0,4.0,174.0,147,2520.0,-1.0,215.25,134,400.0,7.0,55.69,252,12.0,-60.0,63.0,156,1600.0,65.0,2.94,88,44900.0,1.0,180.0,169,14.0,-11.0,7.5,667,2913900.0,4.0,198.0,152,25.0,6.0,110.0,240,48000.0,0.0,78.0,162,83.0,0.0,12.49,232,152520.0,0.0,6.54,372,311450.0,2.0,0.88,203,452000.0,0.0,7.77,159,4764000.0,1.0,2.26,153,12000.0
240,0.0,0.67,353,39072.0,0.0,21.0,109,50000.0,0.0,0.51,254,112000.0,-3.0,31.2,152,688.0,0.0,81.2,370,20000.0,0.0,96.87,212,324000.0,7.0,149.0,570,43.0,0.0,838.95,172,1002.0,7.0,28.0,262,2280.0,6.0,630.42,178,84.0,0.0,13.45,69,3000000.0,0.0,0.51,175,61626.0,-13.0,44.14,65,25.0,-3.0,14.25,183,899316.0,1.0,6.25,617,236880.0,20.0,8.0,268,96400.0,12.0,19.12,428,322770.0,-11.0,0.88,277,260000.0,313.0,81.2,636,1350.0,0.0,7.4,231,101010.0,37.0,3.15,139,1410.0,-7.0,55.0,60,15120.0,0.0,4.15,137,25850.0,-8.0,2.15,316,650880.0,-2.0,43.0,198,160.0,18.0,75.0,324,2100.0,1.0,0.02,476,67200.0,3.0,17.61,213,58000.0,-4.0,197.29,222,7.0,0.0,5.17,190,1250000.0
241,24.0,15.61,281,240000.0,35.0,260.0,125,159.0,375.0,1382.35,204,1.0,239.0,14.4,374,90000.0,-4.0,7.74,68,9000.0,0.0,60.0,208,1100.0,0.0,14.4,376,11500.0,0.0,410.0,74,70.0,0.0,15.63,326,3583850.0,-36.0,10.15,190,23038560.0,0.0,10.89,351,24977.0,-12.0,145.0,152,728.0,48.0,0.79,263,1000000.0,0.0,830.72,367,1.0,0.0,12.95,199,1804550.0,0.0,1.44,471,20258000.0,0.0,0.3,229,42480.0,0.0,2.0,640,738.0,-7.0,216.0,79,1900.0,-12.0,5.12,157,81660.0,-11.0,89.1,85,45000.0,-4.0,14.4,68,11300.0,0.0,142.5,60,2720.0,0.0,31.0,182,840.0,0.0,98.33,471,246.0,1.0,110.0,447,10000.0,0.0,4.51,61,12000.0,0.0,2.94,379,500000.0,7.0,630.42,249,29.0,-12.0,38.0,320,1746.0
